description,id,protected,url,public_metrics,verified,pinned_tweet_id,username,location,name,profile_image_url,created_at,withheld
"« Ne parlez pas d’acquis sociaux, mais de de conquis sociaux, car le patronat ne désarme jamais. » Ambroise Croizat",53627944,False,,"{'followers_count': 267, 'following_count': 220, 'tweet_count': 31384, 'listed_count': 6}",False,,pascaldeparis,"Paris, France",Pascal,https://pbs.twimg.com/profile_images/1102261700802285568/nsbyW8qW_normal.jpg,2009-07-04T08:12:52.000Z,
For over 30 years combining academic excellence with the beauty and richness of French and Francophone culture for an immersive study abroad.,298496838,False,http://t.co/cAsnPwLAxo,"{'followers_count': 128, 'following_count': 367, 'tweet_count': 1041, 'listed_count': 7}",False,,APAParis,"Paris, France",Academic Programs Abroad - APA,https://pbs.twimg.com/profile_images/1353067128/blue_normal.jpg,2011-05-14T12:23:59.000Z,
Learn French with me. I displayed every hour new french words for you ! That's 100% free ! :D,899179967233372160,False,https://t.co/DzdCfPAeQM,"{'followers_count': 2086, 'following_count': 1, 'tweet_count': 20325, 'listed_count': 29}",False,,DailyFrench_,France,Daily French,https://pbs.twimg.com/profile_images/899185620823801857/XGT6iR4f_normal.jpg,2017-08-20T08:03:04.000Z,
Do you want the Best Milwaukee deals ever? It's https://t.co/CIx8k9IoQH,758013822,False,,"{'followers_count': 2063, 'following_count': 2379, 'tweet_count': 129399, 'listed_count': 347}",False,,MilwaukeeHotBuy,,BestDealsEver,https://pbs.twimg.com/profile_images/685549435598811136/RCbN-ecB_normal.jpg,2012-08-14T22:31:15.000Z,
We will continue to create future sounds for God's spare time https://t.co/oNcsSYrofR,1518643277511426048,False,https://t.co/VkRZIecyNU,"{'followers_count': 47, 'following_count': 808, 'tweet_count': 1516, 'listed_count': 0}",False,,Chicago________,Chicago,Chicago Secret Society,https://pbs.twimg.com/profile_images/1521844824764166144/nlquDz7T_normal.jpg,2022-04-25T17:29:15.000Z,
"LIBRE... Non conforme, contrariant, énervant mais gentil. Misanthrope, protestant et agnostique, goy et sioniste. Sully n'est pas un pseudonyme",334365920,False,,"{'followers_count': 1764, 'following_count': 324, 'tweet_count': 68746, 'listed_count': 74}",False,1.5092587787929395e+18,Zepapou,"Une Isle, en France",Sully,https://pbs.twimg.com/profile_images/875806632231534594/z1eRcD0q_normal.jpg,2011-07-13T00:09:36.000Z,
@NancyAjram Is Inspiring me&who I've loved&adored since 2002&I will adore her till Zrest of my life time 19-2/15-10/16-10-2015{20-8&2-9/21} My Best Days♥,271524957,False,https://t.co/QEBhXBeJ2S,"{'followers_count': 2557, 'following_count': 373, 'tweet_count': 34233, 'listed_count': 20}",False,6.550139295848694e+17,RancyAjram,Alexandria,Rancy Ajram,https://pbs.twimg.com/profile_images/1493382614262194180/i0GTIZzA_normal.jpg,2011-03-24T17:49:57.000Z,
Follow the crypto 🚀🚀🚀,1406976150975483908,False,,"{'followers_count': 405, 'following_count': 494, 'tweet_count': 4230, 'listed_count': 19}",False,,Cryptomic8,Earth 💙,Cryptomic ⚡️⚡️⚡️,https://pbs.twimg.com/profile_images/1525934812443418624/V4Y4JMPb_normal.jpg,2021-06-21T14:04:03.000Z,
salut à tous ;) hello all,1471038036746153991,False,,"{'followers_count': 188, 'following_count': 6, 'tweet_count': 4460, 'listed_count': 1}",False,,pampam698,Paris ,pampam,https://pbs.twimg.com/profile_images/1471038425113538560/O93IdE3h_normal.jpg,2021-12-15T08:43:59.000Z,
"Capricórnio ♑
Formada em Letras 👩‍🏫
Melisseira 👠
Tricolor 🔴⚫⚪",88308298,False,,"{'followers_count': 275, 'following_count': 498, 'tweet_count': 7281, 'listed_count': 3}",False,,LuizasoaresGD,"São Paulo, Brasilien",Luiza Soares,https://pbs.twimg.com/profile_images/1442195984621002756/I266P8iy_normal.jpg,2009-11-08T00:25:35.000Z,
Compte Paris / IDF d'Extinction Rebellion Désobéissance civile non-violente contre l’effondrement écologique ! ⏳ Rejoignez-nous ⏳,1313466673362546689,False,https://t.co/QKSV75ckA8,"{'followers_count': 1259, 'following_count': 159, 'tweet_count': 796, 'listed_count': 32}",False,,xr_ParisIDF,(⧖) Planète Terre,Extinction Rebellion Paris / Île-de-France,https://pbs.twimg.com/profile_images/1500143240934268928/KUoqKrd8_normal.png,2020-10-06T13:11:10.000Z,
"Webs & Seo, posicionamiento páginas web lowcost. WordPress y gestión de redes sociales. Marketing Online Social Media Manager #Seo #Sem #Adwords #wordpress",11752512,False,https://t.co/ikfVB0BEyx,"{'followers_count': 2194, 'following_count': 4982, 'tweet_count': 129657, 'listed_count': 130}",False,,marketingonl,Toulouse (France),SEO & SEM WORDPRESS T.+33786568901,https://pbs.twimg.com/profile_images/453925469176344577/5PRR7_I5_normal.jpeg,2008-01-02T12:40:10.000Z,
I will make u smile!!,1335777090537447424,False,https://t.co/OOC7xCWyV5,"{'followers_count': 32, 'following_count': 29, 'tweet_count': 111, 'listed_count': 0}",False,,Matheus_Limauk,"London, England",Matheus Lima,https://pbs.twimg.com/profile_images/1536028831210946561/d88Zm5kf_normal.jpg,2020-12-07T02:44:17.000Z,
🧘🏼‍♀️👱🏻‍♀️🕊️👒🫖🦋🐈🧑‍🦳👩🏻‍🌾👁️🌞🪵 ☮️🧚  athée -- union populaire 💪  #Nupes non à la retraite repoussée à 65 ans et + Non à lREm ensemble horizon etc,1343547225604038656,False,,"{'followers_count': 413, 'following_count': 1418, 'tweet_count': 51378, 'listed_count': 5}",False,1.5335193391519375e+18,FleurSauvageDe,"Paris, France",Fleur Sauvage Paris✌ 🐢🌻🌹🍒🔨🏳️ nord-est 😺🤔🧐,https://pbs.twimg.com/profile_images/1343548844945104897/9R3GuDQx_normal.jpg,2020-12-28T13:22:16.000Z,
"Interdit aux moins de 18 ans. Site pour Adultes
Power BEUR-BLACK-MIGRANT. gay- pro-migrant, anticolonial, oui à la diversité, woke",1264919095356657664,False,https://t.co/mQf4w9KbBb,"{'followers_count': 2427, 'following_count': 756, 'tweet_count': 3891, 'listed_count': 4}",False,,samssam69208242,,soumis gay,https://pbs.twimg.com/profile_images/1423286119207108613/a_Zu0dln_normal.jpg,2020-05-25T13:59:57.000Z,
,548632093,False,http://t.co/u0yxxGdbDB,"{'followers_count': 903, 'following_count': 1985, 'tweet_count': 13846, 'listed_count': 128}",False,,AlainBAUDRY1,Paris,Alain BAUDRY,https://pbs.twimg.com/profile_images/2068775115/420_Central_Park_normal.jpg,2012-04-08T18:43:20.000Z,
I love Paris #Paris @DialedTiger,794485412328800256,False,https://t.co/E5yK001XOA,"{'followers_count': 105, 'following_count': 12, 'tweet_count': 48560, 'listed_count': 9}",False,,liebe_paris,"Paris, France",Paris Liebe,https://pbs.twimg.com/profile_images/794487185756057601/QarVoJCS_normal.jpg,2016-11-04T10:24:17.000Z,
,991737936,False,,"{'followers_count': 100, 'following_count': 218, 'tweet_count': 8338, 'listed_count': 5}",False,,WokaMoka,Earth (Milky Way),WokaMoka 1+1+1,https://pbs.twimg.com/profile_images/1500531674387525633/9wtsbQF3_normal.jpg,2012-12-05T20:49:30.000Z,
,894478705829044224,False,,"{'followers_count': 84, 'following_count': 191, 'tweet_count': 16483, 'listed_count': 0}",False,,NoelChabane,"Paris, Frankreich",noel chabane,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,2017-08-07T08:41:56.000Z,
"#24/7 Retrouvez vos #radios #raplocal

#radio75 : de 18h à 6h 

#xv3radio : de 6h à 18h",971844112575057920,False,https://t.co/PbqwYIr97H,"{'followers_count': 102, 'following_count': 583, 'tweet_count': 45161, 'listed_count': 0}",False,,Xv3Radio75,"Paris, France",Radio75.org // Xv3radio18.com,https://pbs.twimg.com/profile_images/1019902033762115584/1FvqrQvN_normal.jpg,2018-03-08T20:24:27.000Z,
🌍 La chaîne française d'information internationale @FRANCE24 en français - Suivez toute l'actualité du monde en #Direct - 🔴 Alertes Info : @UrgentF24,25048816,False,https://t.co/w4ON23Zhzz,"{'followers_count': 4533627, 'following_count': 1506, 'tweet_count': 188776, 'listed_count': 6682}",True,1.5360265048486052e+18,France24_fr,"Paris, France",FRANCE 24 Français,https://pbs.twimg.com/profile_images/875647914747469824/RLD9u2W9_normal.jpg,2009-03-18T09:18:58.000Z,
"#Théâtre, Musique baroque, Belles-Lettres, Histoire, Musées, #Paris, #XVIIIesiècle ✨            Je tiens un blog de théâtre pour vous parler de mes coup de 🧡🎭",1289554180244463622,False,https://t.co/uvtPrWu6vU,"{'followers_count': 419, 'following_count': 238, 'tweet_count': 1887, 'listed_count': 2}",False,1.523790236941435e+18,OMarek75,"Paris, Frankreich",Théâtre&Co🎭🕊️,https://pbs.twimg.com/profile_images/1523643376410714113/PtUBUOI4_normal.jpg,2020-08-01T13:31:01.000Z,
"especialista en cuidado del cabello, whatsapp 3188674776",377408443,False,https://t.co/Mte6WYFKW4,"{'followers_count': 311, 'following_count': 175, 'tweet_count': 4907, 'listed_count': 14}",False,,diazmauro1,"Bogotá, D.C., Colombia",MauroDiazHairCare,https://pbs.twimg.com/profile_images/1418778665631068161/jvcyBLeN_normal.jpg,2011-09-21T14:44:22.000Z,
,148530183,False,,"{'followers_count': 23, 'following_count': 355, 'tweet_count': 2497, 'listed_count': 0}",False,,randolphcroft,"Toronto the Pretty Good
",Randolph Croft,https://pbs.twimg.com/profile_images/1108100505/P1050510-28-15.sm_normal.jpg,2010-05-26T23:18:40.000Z,
Dental student & student vice-dean at @Univ_Paris 🦷✨,2887289681,False,,"{'followers_count': 425, 'following_count': 668, 'tweet_count': 1425, 'listed_count': 4}",False,1.3511507608227963e+18,Laura__Mv,,Laura MV,https://pbs.twimg.com/profile_images/1526482660897562624/vaXzeCrz_normal.jpg,2014-11-21T20:21:11.000Z,
"Juventina e Popolana, amante della vita. Energia positiva sempre 😊",1427960650551242760,False,,"{'followers_count': 422, 'following_count': 1253, 'tweet_count': 3344, 'listed_count': 3}",False,1.431554463349846e+18,AlessiaElenaSt1,"Terracina, Latium",Alessia Elena Stefanelli,https://pbs.twimg.com/profile_images/1533753183989792768/Yfl1TiUX_normal.jpg,2021-08-18T11:49:31.000Z,
Faber est suae quisque fortunae. – Appius Claudius Caecus,1526503738529222656,False,,"{'followers_count': 100, 'following_count': 40, 'tweet_count': 777, 'listed_count': 0}",False,,_Savi___,,Savi,https://pbs.twimg.com/profile_images/1530986764554452992/z-TUijUL_normal.jpg,2022-05-17T10:04:13.000Z,
"Le Paris d'antan par les cartes postales du début du XXe siècle (entre 1900 et 1914 généralement), par @cartorum
✏ Corrections sur les pages en lien.",1405930262651932674,False,https://t.co/RMXvNCxYyV,"{'followers_count': 642, 'following_count': 42, 'tweet_count': 10978, 'listed_count': 5}",False,,ParisAntan,"Paris, Frankreich",Paris d'autrefois,https://pbs.twimg.com/profile_images/1405932282439929862/xx65L9q7_normal.jpg,2021-06-18T16:48:14.000Z,
"I live in Murfreesboro, Tennessee with my husband, dog,and cat. I enjoy working in the ministry and doing income taxes for seniors when I’m not writing.",1484956844485488647,False,https://t.co/Qw44xNF0gl,"{'followers_count': 22, 'following_count': 58, 'tweet_count': 68, 'listed_count': 0}",False,,j_suzzanne,"Murfreesboro, TN",Suzzanne J. Sullivan,https://pbs.twimg.com/profile_images/1508220721545232392/LKEnHdbz_normal.jpg,2022-01-22T18:32:26.000Z,
,2491847580,False,https://t.co/4ZRxnP4AVn,"{'followers_count': 444, 'following_count': 295, 'tweet_count': 23261, 'listed_count': 2}",False,,epilekta,greece,epilekta.com,https://pbs.twimg.com/profile_images/788138959893327872/x5GVdpYL_normal.jpg,2014-05-12T19:15:15.000Z,
"Lcdo: Comunicación Social #Fighter completamente sincero, Creo en lo que veo de lo contrario no existe. Conocidos Muchos amigos Zero...",933003254,False,,"{'followers_count': 2115, 'following_count': 4883, 'tweet_count': 21119, 'listed_count': 12}",False,1.0750457375017288e+18,vilfrankJoseC,"Barquisimeto, Venezuela",Vilfrank Colmenarez,https://pbs.twimg.com/profile_images/1531748570008850432/Oiz-jfV0_normal.jpg,2012-11-07T21:40:18.000Z,
"Tweeting about the actual waiting time and which attraction is interrupted in Disneyland Paris.

Not allied to the Disney company.",791590844050599936,False,https://t.co/LpG45zd77d,"{'followers_count': 2796, 'following_count': 42, 'tweet_count': 138077, 'listed_count': 20}",False,1.4769990503313695e+18,DlpStats,"Marne-la-Vallée, France",DLP Stats,https://pbs.twimg.com/profile_images/1239268823301324807/teASgU5A_normal.jpg,2016-10-27T10:42:19.000Z,
livreur de beuh dans tous les coins 🇫🇷   Telegram https://t.co/qsgQNhVrPN,1462737020569194505,False,https://t.co/CmwXNumLbq,"{'followers_count': 3, 'following_count': 34, 'tweet_count': 33, 'listed_count': 0}",False,,bonne_frape,France,Bonne_frape,https://pbs.twimg.com/profile_images/1462737327873212419/3765ubNn_normal.jpg,2021-11-22T10:57:47.000Z,
entrepreneur Économie sociale et solidaire @senioreo | fondateur @_PlaneteVerte 🌍 Compte personnel.,45343260,False,,"{'followers_count': 5630, 'following_count': 6196, 'tweet_count': 31993, 'listed_count': 273}",False,,antonin_duarte,Paris,Antonin Duarte 🌿,https://pbs.twimg.com/profile_images/1527776240693821444/ZJLzwWo0_normal.jpg,2009-06-07T14:01:53.000Z,
livreur de beuh dans tout les coins français passer vos commandes via le lien Telegram https://t.co/epSJAvXcyr,1469246242140139520,False,https://t.co/epSJAvXcyr,"{'followers_count': 0, 'following_count': 46, 'tweet_count': 11, 'listed_count': 0}",False,,Servicesant1,France ,cannabis_house,https://pbs.twimg.com/profile_images/1516044360537804800/U1BhlNB-_normal.jpg,2021-12-10T10:03:09.000Z,
Livreur de beuh contact telegram : @beuh_store3,1535046002910035974,False,https://t.co/ebTJWm4w2n,"{'followers_count': 0, 'following_count': 5, 'tweet_count': 5, 'listed_count': 0}",False,,moulla22,France,Moula 22,https://pbs.twimg.com/profile_images/1535046154689314824/GmBAtHj8_normal.jpg,2022-06-09T23:48:04.000Z,
"From #Montmartre to Montparnasse: Entertainment, tour guides, food & wine tasting, & romantic events in #Paris.",704672390631067648,False,https://t.co/KhMPB1aww3,"{'followers_count': 205, 'following_count': 563, 'tweet_count': 2241, 'listed_count': 17}",False,,MontmartreTours,"Paris, Frankreich",Montmartre Tours,https://pbs.twimg.com/profile_images/704919753547243520/-Vo1fbnX_normal.jpg,2016-03-01T14:19:24.000Z,
"Livreur de beuh,coke,shit dans tout les coin 🇫🇷 Contact telegram :https://t.co/LMSt6XwdLB",1501330435699363849,False,https://t.co/LMSt6XwdLB,"{'followers_count': 6, 'following_count': 35, 'tweet_count': 5, 'listed_count': 0}",False,,purpel_kush,France ,Purpel_kush,https://pbs.twimg.com/profile_images/1501330656487428097/IW1LgVJv_normal.jpg,2022-03-08T22:54:21.000Z,
Happy poets existe  #poetry #europe #science #art #poezja #polishPoet,1522301583501021186,False,https://t.co/vlUrYviYrh,"{'followers_count': 1, 'following_count': 10, 'tweet_count': 19, 'listed_count': 0}",False,,GraWojcieszko,,Grażyna Wojcieszko,https://pbs.twimg.com/profile_images/1522301864179609600/0SGRqEVX_normal.jpg,2022-05-05T19:47:01.000Z,
"Contre la Raie-Publique et la désinformation ! Mon coeur est à gauche, pour le reste...🦈",3339388942,False,,"{'followers_count': 271, 'following_count': 481, 'tweet_count': 7743, 'listed_count': 13}",False,,jenycroispas,Je suis partout et je regarde,Triboden - (25529) ⚜️ ⛪,https://pbs.twimg.com/profile_images/613280826508341248/JvEuUyaL_normal.jpg,2015-06-21T16:24:05.000Z,
Consultant chez @AmnisConsulting Ingénieur @INSA_Rennes.,1251749929,False,,"{'followers_count': 87, 'following_count': 264, 'tweet_count': 541, 'listed_count': 9}",False,,guroy85,"Nantes, Frankreich",Guillaume Roy,https://pbs.twimg.com/profile_images/577777216475439104/ris9cRe9_normal.jpeg,2013-03-08T13:31:15.000Z,
Administrateur Law Profiler,1460980795636654084,False,https://t.co/sjNWZfNvSU,"{'followers_count': 318, 'following_count': 85, 'tweet_count': 1385, 'listed_count': 0}",False,,lawprofil,Monaco,Law Profiler,https://pbs.twimg.com/profile_images/1460981195848785920/wUWbHy2W_normal.jpg,2021-11-17T14:39:14.000Z,
,918692186845089794,False,,"{'followers_count': 2106, 'following_count': 4037, 'tweet_count': 124337, 'listed_count': 6}",False,1.2726118560127713e+18,Sylvie_AP,,Sylvie IDE 😷💉🎗 NO DM,https://pbs.twimg.com/profile_images/1403325041027207172/QICZ6Un2_normal.jpg,2017-10-13T04:17:40.000Z,
Parti du peuple. Pas de Démocratie sans Liberté. La base que personne ne doit oublier ! NON aux dictatures sanitaires OUI à une politique citoyenne et pacifique,1375033463066263553,False,https://t.co/mD0KSsUrE3,"{'followers_count': 4068, 'following_count': 346, 'tweet_count': 7120, 'listed_count': 28}",False,1.5319155683703237e+18,UCPL_Officiel,"Paris, France",Union Citoyenne Pour La Liberté #UCPL,https://pbs.twimg.com/profile_images/1468599488369631233/4UDICm5W_normal.jpg,2021-03-25T10:36:12.000Z,
"•Love Football ⚽
•Favorite team : FC BARCELONE 🔴
• ALGERIA 💚 DZ 🔥
• Passe temps favoris : Sport 🤼 - ⚽ / Lecture 
• Musique = 🏴‍☠️",1507248191854501890,False,,"{'followers_count': 5, 'following_count': 174, 'tweet_count': 318, 'listed_count': 0}",False,,AmeriioL,,Martin Darwing,https://pbs.twimg.com/profile_images/1508186912187719686/32mkwRzm_normal.jpg,2022-03-25T06:49:36.000Z,
"Vatana aşık,",1526039272196870144,False,,"{'followers_count': 748, 'following_count': 760, 'tweet_count': 216, 'listed_count': 0}",False,1.534779183771132e+18,metinaymetin,"Istanbul, Türkei",Fatih Kelisekmen,https://pbs.twimg.com/profile_images/1526041542149931013/nGPKJUJM_normal.jpg,2022-05-16T03:18:24.000Z,
"Web radio basée à Bordeaux, ouverte à tous les musiciens qui souhaitent promouvoir leurs projets musicaux.
Il suffit de nous contacter.",1390289676695654401,False,https://t.co/ax0CazWVcH,"{'followers_count': 99, 'following_count': 213, 'tweet_count': 8627, 'listed_count': 0}",False,1.4940369656956232e+18,DoffouRadio,Bordeaux ,Doffou Radio Bordeaux,https://pbs.twimg.com/profile_images/1390294347007119360/ADSRgyrR_normal.jpg,2021-05-06T12:58:43.000Z,
"Jean Anastase Hicuburundi
Juriste de formation.
Magistrat de carrière.
Expert électoral.
Mes twits sont mes opinions.
Les retwits ne m'engagent pas.",1213152530760261632,False,,"{'followers_count': 2658, 'following_count': 511, 'tweet_count': 30038, 'listed_count': 1}",False,,anastase_jean,Bujumbura,Hicuburundi Jean Anastase,https://pbs.twimg.com/profile_images/1454097723129536513/m0NCriRw_normal.jpg,2020-01-03T17:40:39.000Z,
